idQuestionario;nomPais;faixaIdade;nomMotivoRed;numPernoiteTotal;codIBGECidadeVisitada;nomCidadeVisitada_UF;nomHospedagem;nomAgencia;nomAcompanhante;lng;lat;gpcd
17793;Chile;25-31 years;Leisure;6;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;250
17858;United States;32-40 years;Leisure;6;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Couple without children;-43,22787512;-22,87665212;51,4166666666667
17928;Colombia;32-40 years;Leisure;14;3304557;Rio de Janeiro - RJ;Posada;No;Alone;-43,22787512;-22,87665212;80,7142857142857
17985;China;25-31 years;Leisure;5;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;293,4
18003;Paraguay;18-24 years;Leisure;4;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Family group;-43,22787512;-22,87665212;64,1666666666667
18182;Canada;18-24 years;Leisure;12;3304557;Rio de Janeiro - RJ;Posada;No;Friends;-43,22787512;-22,87665212;41,0833333333333
18622;Argentina;25-31 years;Leisure;7;3304557;Rio de Janeiro - RJ;Posada;Tourist package;Family group;-43,22787512;-22,87665212;19,9285714285714
18807;Australia;25-31 years;Leisure;5;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;99,7
19169;Japan;25-31 years;Other reasons;5;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Friends;-43,22787512;-22,87665212;16,8285714285714
19233;Paraguay;25-31 years;Leisure;6;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple with children;-43,22787512;-22,87665212;121,111111111111
19244;Argentina;18-24 years;Leisure;9;3304557;Rio de Janeiro - RJ;Posada;Separate services;Couple with children;-43,22787512;-22,87665212;15,1111111111111
19269;Italy;51-59 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Friends;-43,22787512;-22,87665212;173,142857142857
19332;Chile;51-59 years;Leisure;17;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;111,176470588235
19346;Argentina;25-31 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;377,357142857143
19357;France;18-24 years;Business and events;4;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;84,75
19401;Argentina;32-40 years;Leisure;10;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;40
19471;Argentina;32-40 years;Leisure;9;3304557;Rio de Janeiro - RJ;Rented property;No;Friends;-43,22787512;-22,87665212;61,1111111111111
19491;Netherlands;25-31 years;Leisure;19;3304557;Rio de Janeiro - RJ;Rented property;No;Friends;-43,22787512;-22,87665212;134,210526315789
19526;Hong Kong;25-31 years;Leisure;6;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Alone;-43,22787512;-22,87665212;51,3333333333333
19582;Italy;41-50 years;Other reasons;14;3304557;Rio de Janeiro - RJ;Own property;No;Alone;-43,22787512;-22,87665212;240,5
19606;Canada;Over 60 years;Leisure;12;3304557;Rio de Janeiro - RJ;Rented property;No;Family group;-43,22787512;-22,87665212;79,5833333333333
19713;Italy;51-59 years;Business and events;4;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;155
19722;Hong Kong;32-40 years;Leisure;5;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Friends;-43,22787512;-22,87665212;391,1
19766;Argentina;32-40 years;Leisure;8;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;174,625
19850;Uruguay;Over 60 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Family group;-43,22787512;-22,87665212;142,857142857143
19893;Germany;25-31 years;Leisure;12;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;106,75
19905;United Kingdom;18-24 years;Leisure;20;3304557;Rio de Janeiro - RJ;Rented property;No;Friends;-43,22787512;-22,87665212;56,8
19906;Germany;25-31 years;Leisure;6;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Alone;-43,22787512;-22,87665212;41,6666666666667
19929;United Kingdom;32-40 years;Other reasons;8;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;17,5
19982;France;25-31 years;Leisure;10;3304557;Rio de Janeiro - RJ;Rented property;No;Friends;-43,22787512;-22,87665212;108,2
19983;Italy;25-31 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Friends;-43,22787512;-22,87665212;139,857142857143
20032;Belgium;51-59 years;Leisure;19;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Couple with children;-43,22787512;-22,87665212;37
20083;United Kingdom;18-24 years;Leisure;8;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;Tourist package;Friends;-43,22787512;-22,87665212;70,5
20126;Saudi Arabia;25-31 years;Leisure;9;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Friends;-43,22787512;-22,87665212;188,166666666667
20132;United States;25-31 years;Other reasons;1;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Friends;-43,22787512;-22,87665212;175
20321;Chile;Over 60 years;Leisure;5;3304557;Rio de Janeiro - RJ;Hotel or flat;Tourist package;Couple without children;-43,22787512;-22,87665212;100
20464;Italy;25-31 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;128,571428571429
20596;Venezuela;18-24 years;Leisure;9;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;316,666666666667
20602;Colombia;18-24 years;Leisure;10;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Family group;-43,22787512;-22,87665212;65,4
20619;Argentina;41-50 years;Leisure;12;3304557;Rio de Janeiro - RJ;Rented property;No;Couple with children;-43,22787512;-22,87665212;66,6666666666667
20648;Argentina;51-59 years;Leisure;15;3304557;Rio de Janeiro - RJ;Rented property;No;Friends;-43,22787512;-22,87665212;121,8
20658;Japan;25-31 years;Business and events;1;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Co-workers;-43,22787512;-22,87665212;369
20677;Japan;32-40 years;Business and events;10;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Co-workers;-43,22787512;-22,87665212;565,3
20683;Chile;25-31 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Friends;-43,22787512;-22,87665212;87,5714285714286
20684;Japan;51-59 years;Business and events;4;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;248
20754;United States;32-40 years;Leisure;1;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;550
20830;United States;Over 60 years;Leisure;6;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Alone;-43,22787512;-22,87665212;208,333333333333
20845;United States;25-31 years;Leisure;9;3304557;Rio de Janeiro - RJ;Rented property;Separate services;Alone;-43,22787512;-22,87665212;66,6666666666667
20882;Argentina;18-24 years;Leisure;1;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Family group;-43,22787512;-22,87665212;77
20886;United States;18-24 years;Leisure;12;3304557;Rio de Janeiro - RJ;Hotel or flat;Tourist package;Alone;-43,22787512;-22,87665212;41,4166666666667
21071;Bolivia;32-40 years;Business and events;3;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;66,6666666666667
21151;United States;Over 60 years;Business and events;7;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;85,7142857142857
21197;Germany;18-24 years;Other reasons;14;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Friends;-43,22787512;-22,87665212;42,5
21295;Argentina;51-59 years;Leisure;5;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Couple with children;-43,22787512;-22,87665212;53,8
21372;Italy;41-50 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;117,428571428571
21375;Russia;25-31 years;Leisure;12;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;116,666666666667
21424;Chile;41-50 years;Business and events;4;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;187,5
21439;Ecuador;41-50 years;Leisure;3;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;433,333333333333
21445;Russia;32-40 years;Leisure;60;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Alone;-43,22787512;-22,87665212;208,333333333333
21553;United States;32-40 years;Leisure;6;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;236,666666666667
21586;Sweden;32-40 years;Business and events;5;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;530,8
21627;United States;25-31 years;Other reasons;3;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;232,666666666667
21893;Argentina;51-59 years;Leisure;10;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Couple without children;-43,22787512;-22,87665212;23,6
21927;Spain;25-31 years;Leisure;12;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Friends;-43,22787512;-22,87665212;159
22036;United Kingdom;18-24 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Friends;-43,22787512;-22,87665212;80
22041;United Kingdom;25-31 years;Leisure;33;3304557;Rio de Janeiro - RJ;Rented property;No;Alone;-43,22787512;-22,87665212;108,454545454545
22186;France;25-31 years;Leisure;30;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;35,5333333333333
22318;Mali;18-24 years;Leisure;14;3304557;Rio de Janeiro - RJ;Rented property;No;Couple without children;-43,22787512;-22,87665212;120,25
22327;Argentina;32-40 years;Leisure;8;3304557;Rio de Janeiro - RJ;Hotel or flat;Tourist package;Alone;-43,22787512;-22,87665212;55,875
22341;France;32-40 years;Leisure;7;3304557;Rio de Janeiro - RJ;Rented property;No;Couple with children;-43,22787512;-22,87665212;47,3333333333333
22349;Netherlands;18-24 years;Leisure;9;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Friends;-43,22787512;-22,87665212;60,7777777777778
22439;Canada;Over 60 years;Leisure;8;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Family group;-43,22787512;-22,87665212;128,15625
22500;United Kingdom;51-59 years;Other reasons;180;3304557;Rio de Janeiro - RJ;Rented property;Separate services;Alone;-43,22787512;-22,87665212;62,0777777777778
22501;Chile;25-31 years;Leisure;10;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;95,5
22506;United States;41-50 years;Leisure;4;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Friends;-43,22787512;-22,87665212;450
22527;Colombia;18-24 years;Leisure;4;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Friends;-43,22787512;-22,87665212;65
22593;United States;32-40 years;Leisure;5;3304557;Rio de Janeiro - RJ;Rented property;No;Alone;-43,22787512;-22,87665212;152,8
22632;United States;18-24 years;Other reasons;8;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;125
22648;Colombia;32-40 years;Leisure;5;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;147,8
22735;Colombia;25-31 years;Leisure;14;3304557;Rio de Janeiro - RJ;Posada;No;Alone;-43,22787512;-22,87665212;41,8571428571429
22740;Peru;32-40 years;Leisure;5;3304557;Rio de Janeiro - RJ;Hotel or flat;Tourist package;Friends;-43,22787512;-22,87665212;300
22851;Chile;32-40 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Friends;-43,22787512;-22,87665212;36,2857142857143
22951;France;25-31 years;Leisure;13;3304557;Rio de Janeiro - RJ;Rented property;Separate services;Friends;-43,22787512;-22,87665212;53,3846153846154
23101;Colombia;41-50 years;Leisure;10;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple with children;-43,22787512;-22,87665212;87,2
23149;Canada;51-59 years;Leisure;2;3304557;Rio de Janeiro - RJ;Rented property;No;Alone;-43,22787512;-22,87665212;531
23259;Philippines;25-31 years;Leisure;11;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;45,0909090909091
23343;Portugal;18-24 years;Other reasons;14;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Alone;-43,22787512;-22,87665212;55,5714285714286
23563;Germany;25-31 years;Leisure;16;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;265,375
23965;Argentina;25-31 years;Leisure;11;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;No;Alone;-43,22787512;-22,87665212;77,2727272727273
24031;Argentina;32-40 years;Leisure;14;3304557;Rio de Janeiro - RJ;Posada;No;Alone;-43,22787512;-22,87665212;50,0714285714286
24418;Argentina;41-50 years;Leisure;6;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Family group;-43,22787512;-22,87665212;161,833333333333
24646;Argentina;18-24 years;Leisure;12;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;19,9583333333333
24704;Argentina;41-50 years;Other reasons;9;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Couple with children;-43,22787512;-22,87665212;64,3333333333333
24930;United States;Over 60 years;Leisure;34;3304557;Rio de Janeiro - RJ;Rented property;No;Alone;-43,22787512;-22,87665212;176,911764705882
25091;Mexico;32-40 years;Other reasons;13;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;148,846153846154
25355;Norway;41-50 years;Leisure;9;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple with children;-43,22787512;-22,87665212;42,75
27781;United States;51-59 years;Leisure;4;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Family group;-43,22787512;-22,87665212;364,375
27822;Australia;51-59 years;Leisure;7;3304557;Rio de Janeiro - RJ;Resort;No;Couple without children;-43,22787512;-22,87665212;150,285714285714
27931;Argentina;18-24 years;Leisure;11;3304557;Rio de Janeiro - RJ;Rented property;No;Couple without children;-43,22787512;-22,87665212;29,3636363636364
28004;United States;Over 60 years;Leisure;8;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Couple without children;-43,22787512;-22,87665212;187,5
28010;Venezuela;Over 60 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Co-workers;-43,22787512;-22,87665212;35,4285714285714
29290;Canada;32-40 years;Other reasons;11;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;192,272727272727
29308;Spain;41-50 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;90
29750;Colombia;25-31 years;Leisure;30;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;49,6333333333333
29832;Venezuela;25-31 years;Business and events;6;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;134,416666666667
30463;Chile;51-59 years;Leisure;5;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Family group;-43,22787512;-22,87665212;45,7333333333333
30679;Argentina;25-31 years;Business and events;4;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Co-workers;-43,22787512;-22,87665212;66,5
30749;Chile;25-31 years;Leisure;14;3304557;Rio de Janeiro - RJ;Rented property;No;Friends;-43,22787512;-22,87665212;78
30848;Chile;32-40 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Couple without children;-43,22787512;-22,87665212;47
31246;Belgium;25-31 years;Leisure;60;3304557;Rio de Janeiro - RJ;Hostel or bed & breakfast;Separate services;Friends;-43,22787512;-22,87665212;11,0277777777778
31510;Chile;41-50 years;Leisure;4;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Family group;-43,22787512;-22,87665212;115,833333333333
31573;Peru;41-50 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;130,428571428571
31880;France;Over 60 years;Leisure;9;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;373,555555555556
31938;France;41-50 years;Leisure;60;3304557;Rio de Janeiro - RJ;Rented property;Separate services;Alone;-43,22787512;-22,87665212;34,9166666666667
31985;France;41-50 years;Leisure;20;3304557;Rio de Janeiro - RJ;Posada;No;Alone;-43,22787512;-22,87665212;32,8
32079;Chile;51-59 years;Leisure;10;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;160
32201;Argentina;51-59 years;Leisure;17;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;117,647058823529
32264;Chile;41-50 years;Leisure;11;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple with children;-43,22787512;-22,87665212;124,681818181818
32277;Paraguay;41-50 years;Business and events;2;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Family group;-43,22787512;-22,87665212;500
32760;Argentina;25-31 years;Leisure;6;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Couple without children;-43,22787512;-22,87665212;122,5
32863;United States;25-31 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Friends;-43,22787512;-22,87665212;71,4285714285714
32895;New Zealand;25-31 years;Leisure;5;3304557;Rio de Janeiro - RJ;Rented property;Separate services;Couple without children;-43,22787512;-22,87665212;98,2
32965;Japan;51-59 years;Business and events;5;3304557;Rio de Janeiro - RJ;Hotel or flat;Separate services;Alone;-43,22787512;-22,87665212;304,4
32993;Peru;18-24 years;Leisure;5;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Family group;-43,22787512;-22,87665212;184,12
33013;United States;41-50 years;Leisure;60;3304557;Rio de Janeiro - RJ;House of friends and relatives;No;Alone;-43,22787512;-22,87665212;25
33048;Chile;18-24 years;Leisure;7;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Friends;-43,22787512;-22,87665212;123,428571428571
33102;United States;51-59 years;Leisure;5;3304557;Rio de Janeiro - RJ;Hotel or flat;No;Alone;-43,22787512;-22,87665212;260
